Group,Word,Validity,Condition,Round,ID
9,steam,1,Type_0,3,c97gMUcQ6
9,meat,1,Type_0,3,c97gMUcQ6
9,meat,1,Type_0,3,c97gMUcQ6
9,meats,1,Type_0,3,c97gMUcQ6
9,heat,1,Type_0,3,c97gMUcQ6
9,heats,1,Type_0,3,c97gMUcQ6
9,stem,1,Type_0,3,c97gMUcQ6
9,team,1,Type_0,3,c97gMUcQ6
9,teams,1,Type_0,3,c97gMUcQ6
9,chat,1,Type_0,3,c97gMUcQ6
9,cheat,1,Type_0,3,c97gMUcQ6
9,chats,1,Type_0,3,c97gMUcQ6
9,cheats,1,Type_0,3,c97gMUcQ6
9,teach,1,Type_0,3,c97gMUcQ6
9,tech,1,Type_0,3,c97gMUcQ6
9,cat,1,Type_0,3,c97gMUcQ6
9,cats,1,Type_0,3,c97gMUcQ6
9,mat,1,Type_0,3,c97gMUcQ6
9,mats,1,Type_0,3,c97gMUcQ6
9,ate,1,Type_0,3,c97gMUcQ6
9,ates,1,Type_0,3,c97gMUcQ6
9,east,1,Type_0,3,c97gMUcQ6
9,set,1,Type_0,3,c97gMUcQ6
9,met,1,Type_0,3,c97gMUcQ6
9,set,1,Type_0,3,c97gMUcQ6
9,cash,1,Type_0,3,c97gMUcQ6
9,sat,1,Type_0,3,c97gMUcQ6
9,mas,1,Type_0,3,c97gMUcQ6
9,teach,1,Type_0,3,c97gMUcQ6
9,she,1,Type_0,3,c97gMUcQ6
9,he,1,Type_0,3,c97gMUcQ6
9,hes,1,Type_0,3,c97gMUcQ6
9,seat,1,Type_0,3,c97gMUcQ6
9,tea,1,Type_0,3,c97gMUcQ6
9,teas,1,Type_0,3,c97gMUcQ6
9,shat,1,Type_0,3,c97gMUcQ6
9,ate,1,Type_0,3,c97gMUcQ6
9,sate,1,Type_0,3,c97gMUcQ6
9,at,1,Type_0,3,c97gMUcQ6
9,hes,1,Type_0,3,c97gMUcQ6
9,mesh,1,Type_0,3,c97gMUcQ6
9,mash,1,Type_0,3,c97gMUcQ6
9,cate,1,Type_0,3,c97gMUcQ6
9,cates,1,Type_0,3,c97gMUcQ6
11,has,1,Type_1,3,x1KRHt166
11,set,1,Type_1,3,x1KRHt166
11,sat,1,Type_1,3,x1KRHt166
11,hat,1,Type_1,3,x1KRHt166
11,hats,1,Type_1,3,x1KRHt166
11,cat,1,Type_1,3,x1KRHt166
11,cats,1,Type_1,3,x1KRHt166
11,mesh,1,Type_1,3,x1KRHt166
11,mash,1,Type_1,3,x1KRHt166
11,came,1,Type_1,3,x1KRHt166
11,cash,1,Type_1,3,x1KRHt166
11,ham,1,Type_1,3,x1KRHt166
11,hams,1,Type_1,3,x1KRHt166
11,hem,1,Type_1,3,x1KRHt166
11,hems,1,Type_1,3,x1KRHt166
11,scat,1,Type_1,3,x1KRHt166
11,scam,1,Type_1,3,x1KRHt166
11,case,1,Type_1,3,x1KRHt166
11,sea,1,Type_1,3,x1KRHt166
11,seam,1,Type_1,3,x1KRHt166
11,cam,1,Type_1,3,x1KRHt166
11,cast,1,Type_1,3,x1KRHt166
11,mesh,1,Type_1,3,x1KRHt166
11,mash,1,Type_1,3,x1KRHt166
11,as,1,Type_1,3,x1KRHt166
11,ace,1,Type_1,3,x1KRHt166
11,ache,1,Type_1,3,x1KRHt166
11,eat,1,Type_1,3,x1KRHt166
11,ate,1,Type_1,3,x1KRHt166
11,hate,1,Type_1,3,x1KRHt166
11,has,1,Type_1,3,x1KRHt166
11,hast,1,Type_1,3,x1KRHt166
11,haste,1,Type_1,3,x1KRHt166
11,heat,1,Type_1,3,x1KRHt166
11,tea,1,Type_1,3,x1KRHt166
11,hat,1,Type_1,3,x1KRHt166
11,the,1,Type_1,3,x1KRHt166
11,them,1,Type_1,3,x1KRHt166
11,tech,1,Type_1,3,x1KRHt166
11,mac,1,Type_1,3,x1KRHt166
11,macs,1,Type_1,3,x1KRHt166
11,met,1,Type_1,3,x1KRHt166
11,meth,1,Type_1,3,x1KRHt166
11,mesh,1,Type_1,3,x1KRHt166
11,mash,1,Type_1,3,x1KRHt166
11,set,1,Type_1,3,x1KRHt166
11,sat,1,Type_1,3,x1KRHt166
11,shat,1,Type_1,3,x1KRHt166
11,shame,1,Type_1,3,x1KRHt166
11,tame,1,Type_1,3,x1KRHt166
11,tames,1,Type_1,3,x1KRHt166
11,scam,1,Type_1,3,x1KRHt166
11,shame,1,Type_1,3,x1KRHt166
11,hem,1,Type_1,3,x1KRHt166
11,as,1,Type_1,3,x1KRHt166
11,at,1,Type_1,3,x1KRHt166
11,ace,1,Type_1,3,x1KRHt166
11,ate,1,Type_1,3,x1KRHt166
11,mat,1,Type_1,3,x1KRHt166
11,mats,1,Type_1,3,x1KRHt166
11,mate,1,Type_1,3,x1KRHt166
11,mates,1,Type_1,3,x1KRHt166
11,cate,1,Type_1,3,x1KRHt166
11,cash,1,Type_1,3,x1KRHt166
11,stem,1,Type_1,3,x1KRHt166
11,steam,1,Type_1,3,x1KRHt166
11,team,1,Type_1,3,x1KRHt166
11,teams,1,Type_1,3,x1KRHt166
8,met,1,Type_1,3,ylyjJTtUa
8,case,1,Type_1,3,ylyjJTtUa
8,hat,1,Type_1,3,ylyjJTtUa
8,hats,1,Type_1,3,ylyjJTtUa
8,hate,1,Type_1,3,ylyjJTtUa
8,same,1,Type_1,3,ylyjJTtUa
8,came,1,Type_1,3,ylyjJTtUa
8,set,1,Type_1,3,ylyjJTtUa
8,heat,1,Type_1,3,ylyjJTtUa
8,heats,1,Type_1,3,ylyjJTtUa
8,cat,1,Type_1,3,ylyjJTtUa
8,cats,1,Type_1,3,ylyjJTtUa
8,tea,1,Type_1,3,ylyjJTtUa
8,teas,1,Type_1,3,ylyjJTtUa
8,team,1,Type_1,3,ylyjJTtUa
8,teams,1,Type_1,3,ylyjJTtUa
8,meat,1,Type_1,3,ylyjJTtUa
8,meats,1,Type_1,3,ylyjJTtUa
8,mate,1,Type_1,3,ylyjJTtUa
8,mates,1,Type_1,3,ylyjJTtUa
8,teach,1,Type_1,3,ylyjJTtUa
8,same,1,Type_1,3,ylyjJTtUa
8,case,1,Type_1,3,ylyjJTtUa
8,chase,1,Type_1,3,ylyjJTtUa
8,mac,1,Type_1,3,ylyjJTtUa
8,maces,1,Type_1,3,ylyjJTtUa
8,mace,1,Type_1,3,ylyjJTtUa
8,hame,1,Type_1,3,ylyjJTtUa
8,scam,1,Type_1,3,ylyjJTtUa
8,tame,1,Type_1,3,ylyjJTtUa
8,tames,1,Type_1,3,ylyjJTtUa
8,them,1,Type_1,3,ylyjJTtUa
8,ace,1,Type_1,3,ylyjJTtUa
8,aces,1,Type_1,3,ylyjJTtUa
8,shame,1,Type_1,3,ylyjJTtUa
8,chat,1,Type_1,3,ylyjJTtUa
8,chats,1,Type_1,3,ylyjJTtUa
8,meta,1,Type_1,3,ylyjJTtUa
8,schema,1,Type_1,3,ylyjJTtUa
8,ate,1,Type_1,3,ylyjJTtUa
8,eat,1,Type_1,3,ylyjJTtUa
8,eats,1,Type_1,3,ylyjJTtUa
3,mash,1,Type_1,3,t7SNYioUo
3,mast,1,Type_1,3,t7SNYioUo
3,chase,1,Type_1,3,t7SNYioUo
3,mace,1,Type_1,3,t7SNYioUo
3,stem,1,Type_1,3,t7SNYioUo
3,steam,1,Type_1,3,t7SNYioUo
3,team,1,Type_1,3,t7SNYioUo
3,heat,1,Type_1,3,t7SNYioUo
3,seat,1,Type_1,3,t7SNYioUo
3,cat,1,Type_1,3,t7SNYioUo
3,case,1,Type_1,3,t7SNYioUo
3,cast,1,Type_1,3,t7SNYioUo
3,chase,1,Type_1,3,t7SNYioUo
3,match,1,Type_1,3,t7SNYioUo
3,chat,1,Type_1,3,t7SNYioUo
3,teams,1,Type_1,3,t7SNYioUo
3,them,1,Type_1,3,t7SNYioUo
3,cat,1,Type_1,3,t7SNYioUo
3,cats,1,Type_1,3,t7SNYioUo
3,mat,1,Type_1,3,t7SNYioUo
3,chest,1,Type_1,3,t7SNYioUo
3,schema,1,Type_1,3,t7SNYioUo
3,mate,1,Type_1,3,t7SNYioUo
3,tea,1,Type_1,3,t7SNYioUo
3,teams,1,Type_1,3,t7SNYioUo
3,tame,1,Type_1,3,t7SNYioUo
3,ace,1,Type_1,3,t7SNYioUo
3,the,1,Type_1,3,t7SNYioUo
3,them,1,Type_1,3,t7SNYioUo
3,he,1,Type_1,3,t7SNYioUo
3,she,1,Type_1,3,t7SNYioUo
3,mac,1,Type_1,3,t7SNYioUo
3,met,1,Type_1,3,t7SNYioUo
3,tam,1,Type_1,3,t7SNYioUo
5,tea,1,Type_1,3,GByx75rHq
5,teas,1,Type_1,3,GByx75rHq
5,mast,1,Type_1,3,GByx75rHq
5,set,1,Type_1,3,GByx75rHq
5,me,1,Type_1,3,GByx75rHq
5,met,1,Type_1,3,GByx75rHq
5,sat,1,Type_1,3,GByx75rHq
5,hat,1,Type_1,3,GByx75rHq
5,hats,1,Type_1,3,GByx75rHq
5,met,1,Type_1,3,GByx75rHq
5,she,1,Type_1,3,GByx75rHq
5,he,1,Type_1,3,GByx75rHq
5,hes,1,Type_1,3,GByx75rHq
5,cat,1,Type_1,3,GByx75rHq
5,cats,1,Type_1,3,GByx75rHq
5,cheat,1,Type_1,3,GByx75rHq
5,cheats,1,Type_1,3,GByx75rHq
5,chase,1,Type_1,3,GByx75rHq
5,sat,1,Type_1,3,GByx75rHq
5,hast,1,Type_1,3,GByx75rHq
5,teach,1,Type_1,3,GByx75rHq
5,chat,1,Type_1,3,GByx75rHq
5,chats,1,Type_1,3,GByx75rHq
5,mat,1,Type_1,3,GByx75rHq
5,mats,1,Type_1,3,GByx75rHq
5,shame,1,Type_1,3,GByx75rHq
5,same,1,Type_1,3,GByx75rHq
5,ace,1,Type_1,3,GByx75rHq
5,aces,1,Type_1,3,GByx75rHq
5,as,1,Type_1,3,GByx75rHq
5,ham,1,Type_1,3,GByx75rHq
5,hams,1,Type_1,3,GByx75rHq
5,heat,1,Type_1,3,GByx75rHq
5,heats,1,Type_1,3,GByx75rHq
5,tea,1,Type_1,3,GByx75rHq
5,seam,1,Type_1,3,GByx75rHq
5,seat,1,Type_1,3,GByx75rHq
5,case,1,Type_1,3,GByx75rHq
5,scat,1,Type_1,3,GByx75rHq
5,cam,1,Type_1,3,GByx75rHq
5,cams,1,Type_1,3,GByx75rHq
5,mate,1,Type_1,3,GByx75rHq
5,mates,1,Type_1,3,GByx75rHq
13,hat,1,Type_1,3,req8mooHO
13,hats,1,Type_1,3,req8mooHO
13,hem,1,Type_1,3,req8mooHO
13,hems,1,Type_1,3,req8mooHO
13,case,1,Type_1,3,req8mooHO
13,cam,1,Type_1,3,req8mooHO
13,came,1,Type_1,3,req8mooHO
13,sham,1,Type_1,3,req8mooHO
13,shame,1,Type_1,3,req8mooHO
13,tame,1,Type_1,3,req8mooHO
13,ham,1,Type_1,3,req8mooHO
13,hams,1,Type_1,3,req8mooHO
13,sat,1,Type_1,3,req8mooHO
13,cat,1,Type_1,3,req8mooHO
13,cats,1,Type_1,3,req8mooHO
13,cast,1,Type_1,3,req8mooHO
13,mate,1,Type_1,3,req8mooHO
13,mates,1,Type_1,3,req8mooHO
13,same,1,Type_1,3,req8mooHO
13,ace,1,Type_1,3,req8mooHO
13,aces,1,Type_1,3,req8mooHO
13,chat,1,Type_1,3,req8mooHO
13,chats,1,Type_1,3,req8mooHO
13,hat,1,Type_1,3,req8mooHO
13,hate,1,Type_1,3,req8mooHO
13,ate,1,Type_1,3,req8mooHO
13,eat,1,Type_1,3,req8mooHO
13,eats,1,Type_1,3,req8mooHO
13,seat,1,Type_1,3,req8mooHO
13,seam,1,Type_1,3,req8mooHO
13,same,1,Type_1,3,req8mooHO
13,heat,1,Type_1,3,req8mooHO
13,she,1,Type_1,3,req8mooHO
13,he,1,Type_1,3,req8mooHO
13,cash,1,Type_1,3,req8mooHO
13,tea,1,Type_1,3,req8mooHO
13,cast,1,Type_1,3,req8mooHO
13,me,1,Type_1,3,req8mooHO
13,meat,1,Type_1,3,req8mooHO
13,steam,1,Type_1,3,req8mooHO
13,team,1,Type_1,3,req8mooHO
13,teams,1,Type_1,3,req8mooHO
13,shat,1,Type_1,3,req8mooHO
13,chest,1,Type_1,3,req8mooHO
13,chaste,1,Type_1,3,req8mooHO
13,haste,1,Type_1,3,req8mooHO
13,mash,1,Type_1,3,req8mooHO
13,seat,1,Type_1,3,req8mooHO
7,chat,1,Type_1,3,sf66omHEV
7,chats,1,Type_1,3,sf66omHEV
7,cheat,1,Type_1,3,sf66omHEV
7,cheats,1,Type_1,3,sf66omHEV
7,mesh,1,Type_1,3,sf66omHEV
7,meat,1,Type_1,3,sf66omHEV
7,meats,1,Type_1,3,sf66omHEV
7,heats,1,Type_1,3,sf66omHEV
7,heat,1,Type_1,3,sf66omHEV
7,case,1,Type_1,3,sf66omHEV
7,mesh,1,Type_1,3,sf66omHEV
7,mash,1,Type_1,3,sf66omHEV
7,cat,1,Type_1,3,sf66omHEV
7,ace,1,Type_1,3,sf66omHEV
7,ash,1,Type_1,3,sf66omHEV
7,mat,1,Type_1,3,sf66omHEV
7,mate,1,Type_1,3,sf66omHEV
7,mates,1,Type_1,3,sf66omHEV
7,hate,1,Type_1,3,sf66omHEV
7,seat,1,Type_1,3,sf66omHEV
7,shame,1,Type_1,3,sf66omHEV
7,chat,1,Type_1,3,sf66omHEV
7,mast,1,Type_1,3,sf66omHEV
7,cat,1,Type_1,3,sf66omHEV
7,cats,1,Type_1,3,sf66omHEV
7,meta,1,Type_1,3,sf66omHEV
7,ash,1,Type_1,3,sf66omHEV
7,team,1,Type_1,3,sf66omHEV
7,scam,1,Type_1,3,sf66omHEV
7,ham,1,Type_1,3,sf66omHEV
7,hams,1,Type_1,3,sf66omHEV
7,met,1,Type_1,3,sf66omHEV
7,hats,1,Type_1,3,sf66omHEV
7,hat,1,Type_1,3,sf66omHEV
7,act,1,Type_1,3,sf66omHEV
7,acts,1,Type_1,3,sf66omHEV
7,sat,1,Type_1,3,sf66omHEV
7,same,1,Type_1,3,sf66omHEV
7,tame,1,Type_1,3,sf66omHEV
7,tames,1,Type_1,3,sf66omHEV
7,tace,1,Type_1,3,sf66omHEV
7,eat,1,Type_1,3,sf66omHEV
7,eats,1,Type_1,3,sf66omHEV
7,each,1,Type_1,3,sf66omHEV
7,case,1,Type_1,3,sf66omHEV
7,came,1,Type_1,3,sf66omHEV
7,them,1,Type_1,3,sf66omHEV
7,teach,1,Type_1,3,sf66omHEV
7,stem,1,Type_1,3,sf66omHEV
7,the,1,Type_1,3,sf66omHEV
7,shame,1,Type_1,3,sf66omHEV
7,cash,1,Type_1,3,sf66omHEV
7,eath,1,Type_1,3,sf66omHEV
10,team,1,Type_0,3,3oCPn2lZC
10,chat,1,Type_0,3,3oCPn2lZC
10,cheat,1,Type_0,3,3oCPn2lZC
10,shea,1,Type_0,3,3oCPn2lZC
10,hat,1,Type_0,3,3oCPn2lZC
10,hats,1,Type_0,3,3oCPn2lZC
10,haste,1,Type_0,3,3oCPn2lZC
10,ham,1,Type_0,3,3oCPn2lZC
10,mat,1,Type_0,3,3oCPn2lZC
10,mats,1,Type_0,3,3oCPn2lZC
10,chats,1,Type_0,3,3oCPn2lZC
10,teams,1,Type_0,3,3oCPn2lZC
10,eat,1,Type_0,3,3oCPn2lZC
10,meat,1,Type_0,3,3oCPn2lZC
10,heat,1,Type_0,3,3oCPn2lZC
10,heats,1,Type_0,3,3oCPn2lZC
10,hams,1,Type_0,3,3oCPn2lZC
10,mat,1,Type_0,3,3oCPn2lZC
10,mats,1,Type_0,3,3oCPn2lZC
10,steam,1,Type_0,3,3oCPn2lZC
10,cat,1,Type_0,3,3oCPn2lZC
10,cats,1,Type_0,3,3oCPn2lZC
10,sat,1,Type_0,3,3oCPn2lZC
10,same,1,Type_0,3,3oCPn2lZC
10,shame,1,Type_0,3,3oCPn2lZC
10,sat,1,Type_0,3,3oCPn2lZC
10,hats,1,Type_0,3,3oCPn2lZC
10,am,1,Type_0,3,3oCPn2lZC
10,ate,1,Type_0,3,3oCPn2lZC
10,haste,1,Type_0,3,3oCPn2lZC
10,ache,1,Type_0,3,3oCPn2lZC
10,the,1,Type_0,3,3oCPn2lZC
10,mat,1,Type_0,3,3oCPn2lZC
10,mash,1,Type_0,3,3oCPn2lZC
10,tech,1,Type_0,3,3oCPn2lZC
10,came,1,Type_0,3,3oCPn2lZC
10,cam,1,Type_0,3,3oCPn2lZC
10,cheats,1,Type_0,3,3oCPn2lZC
10,steam,1,Type_0,3,3oCPn2lZC
10,mast,1,Type_0,3,3oCPn2lZC
10,tame,1,Type_0,3,3oCPn2lZC
10,tames,1,Type_0,3,3oCPn2lZC
10,aches,1,Type_0,3,3oCPn2lZC
10,she,1,Type_0,3,3oCPn2lZC
10,he,1,Type_0,3,3oCPn2lZC
10,same,1,Type_0,3,3oCPn2lZC
10,cash,1,Type_0,3,3oCPn2lZC
10,has,1,Type_0,3,3oCPn2lZC
10,same,1,Type_0,3,3oCPn2lZC
2,cat,1,Type_0,3,TMo5J6rJu
2,cats,1,Type_0,3,TMo5J6rJu
2,chase,1,Type_0,3,TMo5J6rJu
2,cast,1,Type_0,3,TMo5J6rJu
2,chase,1,Type_0,3,TMo5J6rJu
2,shea,1,Type_0,3,TMo5J6rJu
2,mast,1,Type_0,3,TMo5J6rJu
2,case,1,Type_0,3,TMo5J6rJu
2,mash,1,Type_0,3,TMo5J6rJu
2,mast,1,Type_0,3,TMo5J6rJu
2,chest,1,Type_0,3,TMo5J6rJu
2,haste,1,Type_0,3,TMo5J6rJu
2,has,1,Type_0,3,TMo5J6rJu
2,sec,1,Type_0,3,TMo5J6rJu
2,haste,1,Type_0,3,TMo5J6rJu
2,cash,1,Type_0,3,TMo5J6rJu
2,shea,1,Type_0,3,TMo5J6rJu
2,she,1,Type_0,3,TMo5J6rJu
2,he,1,Type_0,3,TMo5J6rJu
2,hat,1,Type_0,3,TMo5J6rJu
2,hats,1,Type_0,3,TMo5J6rJu
2,cam,1,Type_0,3,TMo5J6rJu
2,cams,1,Type_0,3,TMo5J6rJu
2,ham,1,Type_0,3,TMo5J6rJu
2,hams,1,Type_0,3,TMo5J6rJu
2,shat,1,Type_0,3,TMo5J6rJu
2,set,1,Type_0,3,TMo5J6rJu
2,mat,1,Type_0,3,TMo5J6rJu
2,mats,1,Type_0,3,TMo5J6rJu
2,sac,1,Type_0,3,TMo5J6rJu
2,hem,1,Type_0,3,TMo5J6rJu
2,hes,1,Type_0,3,TMo5J6rJu
2,met,1,Type_0,3,TMo5J6rJu
2,the,1,Type_0,3,TMo5J6rJu
2,them,1,Type_0,3,TMo5J6rJu
2,chaste,1,Type_0,3,TMo5J6rJu
2,haste,1,Type_0,3,TMo5J6rJu
12,ash,1,Type_1,3,RfcvQNdXg
12,cash,1,Type_1,3,RfcvQNdXg
12,cast,1,Type_1,3,RfcvQNdXg
12,stem,1,Type_1,3,RfcvQNdXg
12,steam,1,Type_1,3,RfcvQNdXg
12,mast,1,Type_1,3,RfcvQNdXg
12,ham,1,Type_1,3,RfcvQNdXg
12,tam,1,Type_1,3,RfcvQNdXg
12,hem,1,Type_1,3,RfcvQNdXg
12,hems,1,Type_1,3,RfcvQNdXg
12,am,1,Type_1,3,RfcvQNdXg
12,mas,1,Type_1,3,RfcvQNdXg
12,she,1,Type_1,3,RfcvQNdXg
12,hat,1,Type_1,3,RfcvQNdXg
12,hats,1,Type_1,3,RfcvQNdXg
12,mat,1,Type_1,3,RfcvQNdXg
12,mats,1,Type_1,3,RfcvQNdXg
12,met,1,Type_1,3,RfcvQNdXg
12,meat,1,Type_1,3,RfcvQNdXg
12,meats,1,Type_1,3,RfcvQNdXg
12,seat,1,Type_1,3,RfcvQNdXg
12,eat,1,Type_1,3,RfcvQNdXg
12,eats,1,Type_1,3,RfcvQNdXg
12,east,1,Type_1,3,RfcvQNdXg
12,met,1,Type_1,3,RfcvQNdXg
12,has,1,Type_1,3,RfcvQNdXg
12,hast,1,Type_1,3,RfcvQNdXg
12,heat,1,Type_1,3,RfcvQNdXg
12,heats,1,Type_1,3,RfcvQNdXg
12,sat,1,Type_1,3,RfcvQNdXg
12,as,1,Type_1,3,RfcvQNdXg
12,same,1,Type_1,3,RfcvQNdXg
12,mesh,1,Type_1,3,RfcvQNdXg
12,mash,1,Type_1,3,RfcvQNdXg
12,at,1,Type_1,3,RfcvQNdXg
12,ate,1,Type_1,3,RfcvQNdXg
12,ates,1,Type_1,3,RfcvQNdXg
12,hae,1,Type_1,3,RfcvQNdXg
12,ma,1,Type_1,3,RfcvQNdXg
12,mae,1,Type_1,3,RfcvQNdXg
12,set,1,Type_1,3,RfcvQNdXg
12,sea,1,Type_1,3,RfcvQNdXg
12,east,1,Type_1,3,RfcvQNdXg
12,cam,1,Type_1,3,RfcvQNdXg
12,cat,1,Type_1,3,RfcvQNdXg
12,cats,1,Type_1,3,RfcvQNdXg
12,cams,1,Type_1,3,RfcvQNdXg
12,tas,1,Type_1,3,RfcvQNdXg
12,steam,1,Type_1,3,RfcvQNdXg
12,cham,1,Type_1,3,RfcvQNdXg
12,chasm,1,Type_1,3,RfcvQNdXg
12,tea,1,Type_1,3,RfcvQNdXg
12,teas,1,Type_1,3,RfcvQNdXg
12,heat,1,Type_1,3,RfcvQNdXg
12,heats,1,Type_1,3,RfcvQNdXg
12,chase,1,Type_1,3,RfcvQNdXg
12,hast,1,Type_1,3,RfcvQNdXg
12,chat,1,Type_1,3,RfcvQNdXg
12,chats,1,Type_1,3,RfcvQNdXg
12,seam,1,Type_1,3,RfcvQNdXg
12,sac,1,Type_1,3,RfcvQNdXg
12,sec,1,Type_1,3,RfcvQNdXg
12,case,1,Type_1,3,RfcvQNdXg
12,same,1,Type_1,3,RfcvQNdXg
12,hame,1,Type_1,3,RfcvQNdXg
12,em,1,Type_1,3,RfcvQNdXg
12,am,1,Type_1,3,RfcvQNdXg
12,tame,1,Type_1,3,RfcvQNdXg
12,scat,1,Type_1,3,RfcvQNdXg
12,scam,1,Type_1,3,RfcvQNdXg
12,met,1,Type_1,3,RfcvQNdXg
4,sham,1,Type_1,3,ZuC6duAFA
4,cast,1,Type_1,3,ZuC6duAFA
4,mash,1,Type_1,3,ZuC6duAFA
4,cash,1,Type_1,3,ZuC6duAFA
4,shame,1,Type_1,3,ZuC6duAFA
4,tame,1,Type_1,3,ZuC6duAFA
4,same,1,Type_1,3,ZuC6duAFA
4,hate,1,Type_1,3,ZuC6duAFA
4,mate,1,Type_1,3,ZuC6duAFA
4,mates,1,Type_1,3,ZuC6duAFA
4,hat,1,Type_1,3,ZuC6duAFA
4,hats,1,Type_1,3,ZuC6duAFA
4,cat,1,Type_1,3,ZuC6duAFA
4,cats,1,Type_1,3,ZuC6duAFA
4,same,1,Type_1,3,ZuC6duAFA
4,met,1,Type_1,3,ZuC6duAFA
4,sat,1,Type_1,3,ZuC6duAFA
4,stem,1,Type_1,3,ZuC6duAFA
4,came,1,Type_1,3,ZuC6duAFA
4,case,1,Type_1,3,ZuC6duAFA
4,shame,1,Type_1,3,ZuC6duAFA
4,hat,1,Type_1,3,ZuC6duAFA
4,hats,1,Type_1,3,ZuC6duAFA
4,chat,1,Type_1,3,ZuC6duAFA
4,chats,1,Type_1,3,ZuC6duAFA
4,sac,1,Type_1,3,ZuC6duAFA
4,east,1,Type_1,3,ZuC6duAFA
4,mac,1,Type_1,3,ZuC6duAFA
4,mesh,1,Type_1,3,ZuC6duAFA
6,team,1,Type_0,3,BgxfF433q
6,teams,1,Type_0,3,BgxfF433q
6,she,1,Type_0,3,BgxfF433q
6,he,1,Type_0,3,BgxfF433q
6,hes,1,Type_0,3,BgxfF433q
6,meat,1,Type_0,3,BgxfF433q
6,meats,1,Type_0,3,BgxfF433q
6,case,1,Type_0,3,BgxfF433q
6,chase,1,Type_0,3,BgxfF433q
6,ham,1,Type_0,3,BgxfF433q
6,shame,1,Type_0,3,BgxfF433q
6,stem,1,Type_0,3,BgxfF433q
6,mate,1,Type_0,3,BgxfF433q
6,mates,1,Type_0,3,BgxfF433q
6,cat,1,Type_0,3,BgxfF433q
6,cats,1,Type_0,3,BgxfF433q
6,same,1,Type_0,3,BgxfF433q
6,tame,1,Type_0,3,BgxfF433q
6,tames,1,Type_0,3,BgxfF433q
6,steam,1,Type_0,3,BgxfF433q
6,sea,1,Type_0,3,BgxfF433q
6,cheat,1,Type_0,3,BgxfF433q
6,cheats,1,Type_0,3,BgxfF433q
6,heat,1,Type_0,3,BgxfF433q
6,heats,1,Type_0,3,BgxfF433q
6,cash,1,Type_0,3,BgxfF433q
6,schema,1,Type_0,3,BgxfF433q
6,mash,1,Type_0,3,BgxfF433q
6,hem,1,Type_0,3,BgxfF433q
6,chat,1,Type_0,3,BgxfF433q
6,chats,1,Type_0,3,BgxfF433q
6,has,1,Type_0,3,BgxfF433q
6,set,1,Type_0,3,BgxfF433q
6,met,1,Type_0,3,BgxfF433q
6,es,1,Type_0,3,BgxfF433q
6,tame,1,Type_0,3,BgxfF433q
6,chats,1,Type_0,3,BgxfF433q
6,hat,1,Type_0,3,BgxfF433q
6,hats,1,Type_0,3,BgxfF433q
6,sat,1,Type_0,3,BgxfF433q
6,mash,1,Type_0,3,BgxfF433q
6,schema,1,Type_0,3,BgxfF433q
6,mate,1,Type_0,3,BgxfF433q
6,mates,1,Type_0,3,BgxfF433q
6,scat,1,Type_0,3,BgxfF433q
6,heat,1,Type_0,3,BgxfF433q
6,heats,1,Type_0,3,BgxfF433q
6,cam,1,Type_0,3,BgxfF433q
6,cash,1,Type_0,3,BgxfF433q
6,tame,1,Type_0,3,BgxfF433q
6,tames,1,Type_0,3,BgxfF433q
6,met,1,Type_0,3,BgxfF433q
12,meat,1,Type_1,3,hUuHG8IPG
12,meats,1,Type_1,3,hUuHG8IPG
12,heat,1,Type_1,3,hUuHG8IPG
12,heats,1,Type_1,3,hUuHG8IPG
12,team,1,Type_1,3,hUuHG8IPG
12,teams,1,Type_1,3,hUuHG8IPG
12,case,1,Type_1,3,hUuHG8IPG
12,sea,1,Type_1,3,hUuHG8IPG
12,stem,1,Type_1,3,hUuHG8IPG
12,sate,1,Type_1,3,hUuHG8IPG
12,hate,1,Type_1,3,hUuHG8IPG
12,mate,1,Type_1,3,hUuHG8IPG
12,mates,1,Type_1,3,hUuHG8IPG
12,cam,1,Type_1,3,hUuHG8IPG
12,as,1,Type_1,3,hUuHG8IPG
12,he,1,Type_1,3,hUuHG8IPG
12,hes,1,Type_1,3,hUuHG8IPG
12,she,1,Type_1,3,hUuHG8IPG
12,them,1,Type_1,3,hUuHG8IPG
12,cheat,1,Type_1,3,hUuHG8IPG
12,seat,1,Type_1,3,hUuHG8IPG
12,cat,1,Type_1,3,hUuHG8IPG
12,cats,1,Type_1,3,hUuHG8IPG
12,mats,1,Type_1,3,hUuHG8IPG
12,mat,1,Type_1,3,hUuHG8IPG
12,sat,1,Type_1,3,hUuHG8IPG
12,hat,1,Type_1,3,hUuHG8IPG
12,hats,1,Type_1,3,hUuHG8IPG
12,tame,1,Type_1,3,hUuHG8IPG
12,tames,1,Type_1,3,hUuHG8IPG
12,steam,1,Type_1,3,hUuHG8IPG
12,steam,1,Type_1,3,hUuHG8IPG
12,stem,1,Type_1,3,hUuHG8IPG
12,ace,1,Type_1,3,hUuHG8IPG
12,mace,1,Type_1,3,hUuHG8IPG
12,chase,1,Type_1,3,hUuHG8IPG
12,chat,1,Type_1,3,hUuHG8IPG
12,chats,1,Type_1,3,hUuHG8IPG
12,sham,1,Type_1,3,hUuHG8IPG
12,shame,1,Type_1,3,hUuHG8IPG
12,hae,1,Type_1,3,hUuHG8IPG
12,the,1,Type_1,3,hUuHG8IPG
